"mergeID","isConflicting","existsCommonSlices","totalCommonSlices"
"ceaf6c15daecebcb7a3c3aa487dffb15d0612d58","1","0","0"
"c792b68ace06c464929ff691ac5edd4190f8ba38","0","0","0"
"6be95fac4acf3dd8cf7a4fbad5c6973aa4bedd59","0","0","0"
"2c798799c7c4506086dc4825e17e756fa2392b7d","0","0","0"
"1122b41d02ceff445b2a59db625307e9e6b8d697","0","0","0"
"838493372b0734b3539c560364493905f9abcc4b","1","0","0"
"a83a3a8caca7ce923424ec0f3a86595f1ea51a4a","1","0","0"
"81077a85ddf414951252076203f2a2f6206aed36","0","0","0"
"9909e1b698afa1f644caceee8529ebee204c502d","0","0","0"
"9c0b20942f873831bdcb87716ea6eb7e6d0d8f8a","0","0","0"
"04d9d8a3dc241691292e4d296d241077274b6093","0","0","0"
"bd5fa9e2efbe8a5edf3dcb45be619b1bbd894f2a","0","1","1"
"06493bcafde7d4f36156de640f912a393bd1ffce","0","0","0"
"4b74fe40106b29671a92467ea0b972d7ee87ba72","0","0","0"
"a959436ae7cd2a52539f9732c0afb0319789a68c","0","0","0"
"28b424afe3865979d87579d8d109b7e0a4562342","0","0","0"
"90165e2d9bc31b90085eef03791c5dfae96da335","0","0","0"
"4eb72b9778c674a6b4617577fd00bf1fa2dbe5b8","0","1","1"
"274e66cec356f16bfc44170bc5e63fedb7889d36","0","0","0"
"84f5a3e45aac389142add149fc9ac415dfe683c5","0","1","1"
"896037392be680a20eb5a4adb7fca801ca9db388","0","0","0"
"a895de44996a24d0f8145d51cdc5054b5347e204","0","1","1"
"9cc91e7b30481647d4ca7d7e96593e70a2a71638","0","1","1"
"056f1d5ef6801119050d753706869da0a7e198eb","0","1","1"
"e793fcdd3fc65c1677b74265e1a897f0ceb8911f","0","0","0"
"71c83b8ccdc98a0aab2d1492c0788d40bdb93490","0","0","0"
"bad6ce32d1b99507c3ca4bc0715684576c7687c7","0","0","0"
"7e4b579f1457c3bc06cbb15be03c8ae85846c610","0","0","0"
"7c7237231dacba50146d4e47da4ae009b817b5f5","0","0","0"
"1c7a5850977aee129635f5156cb6625d0707fd6e","0","0","0"
"001f1696b4332eaf0ccc82105ff25e12aa503a03","0","0","0"
"61501a36ff145489efea3e91a2d76a7586ab1e00","0","0","0"
"98ab0f2cccd0c8e3ed89d364b9b5ecca252f7566","0","0","0"
"6d7c2cfcb6f9af9f45b1a61ded1ec3f780b7a18b","0","0","0"
"eb34e3c059c64e8e8822df121f896849d7c2ad56","0","0","0"
"29e796affc88ebd7f77c2a0f51ef52d8f27c2b1e","0","0","0"
"8f02aee0190734efbb2230eda787f938dc4d266e","0","0","0"
"b88acae119cbdab6033f002dc8dbd4dadbf0fcbe","1","1","1"
"14c3a8500a6877a0ccd3783123a745c3298675e3","0","0","0"
"b6dee964eab026b412d0e4e179367100a3699afe","1","0","0"
"95229ea1e7d09ee291fd3bc3db3b480c47b1ef25","0","1","3"
"22038a63e9e7b04fe3b9b151c6875c330be22ed4","1","1","1"
"5887f327dde528c11e1ca93393b2c2d8a4ea9584","0","0","0"
"a91465142376ec4ec3308569b9627d29f460e850","0","1","1"
"2401c3248bbd90d6319d05ae6341c31b2b0933dc","0","0","0"
"102016740392675c863f55dd59ed8f1539bbfb8d","0","0","0"
"6bdcd16f5816f1871ec6a1883efee46f27949700","0","1","1"
"496b05e681b18afa4d16c41ae23d44b61c087d59","1","1","1"
"559f69fc90aafb36aa4e433b6bdc3c0437ad970b","0","0","0"
"20452cf9d7ad2deb9edc423ae379fc4dab08cff3","0","0","0"
"fd908f9523b985a071375514a8067c86ae8eb8f1","0","0","0"
"ba50c346ae123c697a76645d1312eb0aa30ca3f2","1","1","2"
"d148469e1d9b7f0b5d7932bfd7d46d33e0e0f3ad","1","0","0"
"cd40c7dd55fb91e0f0ce54990f38c07f73217229","0","0","0"
"6f261e24c9a34453155780ebddacff22fb457c68","0","0","0"
"25608cb8066e4864b8829de4d45a1bf20c222344","0","0","0"
"cf438d3b54df9b11c747b76d9cf6f0e7e56d0192","0","0","0"
"085b1a48fad41efe396ce539874b635155b12f7b","0","0","0"
"6c2b80c1eadd0249ad440a6fcb35aa034c5b2fed","0","0","0"
"5f8485d7e3ae78126ee99c4ad66c99dea5a7f6b7","0","0","0"
"715f0f4852690e3f2ea66d23aa83bef7cf691a43","0","0","0"
"44b0027217dfc29aff214dc608d767ccf32a1ae9","0","0","0"
"7c1caffc0e1a2edb999d088fdf36b146e756ea43","0","0","0"
"559cf6ea23b19f57f2c4a6296147b7159989c346","1","0","0"
"4af54e3bc4d3e0436279ba5a33a9eca5786adbbe","0","0","0"
"01bec735ddbd2fb350991004d910c0e231e86bc1","0","0","0"
"2722afcc50bac7344a0b4c628b4873b7ef1217e9","1","1","1"
"fa23f8341ad3d603d225b3062cd7451ce9e5796f","0","0","0"
"d18f1241c09b7f7ace3c5e36520760b4777428f7","0","0","0"
"15a04a130d0a32c4377c94181f31702bf2bdcfa2","0","0","0"
"d90119142f69cb74892c510a79eab89ee1f0e141","0","0","0"
"7b895049c931b938d48f8e193d845a5f0e9dce92","0","0","0"
