mergeCommitId,isMergeConflicting,conflictingFiles,parent1Id,parent1Files,parent2Id,parent2Files,ancestorId,numberOfConflicts
cd4f973103160ad785652c98b54577f921ddb574,false,[],bc638b7c2e32102a8da8b2505939890c84ffea5e,[docs/settings/Core.md@ frontend/src/components/thread/moderation/posts/actions.js@ frontend/src/components/thread/moderation/posts/dropdown.js@ frontend/src/components/thread/moderation/posts/errors-list.js@ frontend/src/components/thread/moderation/posts/index.js@ frontend/src/components/threads/moderation/controls.js@ frontend/src/components/threads/moderation/errors-list.js@ misago/conf/defaults.py@ misago/markup/parser.py@ misago/markup/tests/test_parser.py@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/threads/api/threadposts.py],033f7c5cabcf76823c6af47e48b03d5e26ef5e2e,[docs/CategoryStyles.md@ docs/ContextProcessors.md],5bc3930de9fe97e2e4dea8497dc9222a815b92b6,0
bc638b7c2e32102a8da8b2505939890c84ffea5e,false,[],e5d95936a52c7c61a323144dcd22e29e5f9f316f,[frontend/src/components/thread/moderation/posts/actions.js@ frontend/src/components/thread/moderation/posts/dropdown.js@ frontend/src/components/thread/moderation/posts/errors-list.js@ frontend/src/components/thread/moderation/posts/index.js@ frontend/src/components/threads/moderation/controls.js@ frontend/src/components/threads/moderation/errors-list.js@ misago/core/apipatch.py@ misago/core/tests/test_utils.py@ misago/core/utils.py@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/threads/api/postendpoints/delete.py@ misago/threads/api/postendpoints/merge.py@ misago/threads/api/postendpoints/move.py@ misago/threads/api/postendpoints/patch_post.py@ misago/threads/api/postendpoints/split.py@ misago/threads/api/threadendpoints/delete.py@ misago/threads/api/threadendpoints/merge.py@ misago/threads/api/threadendpoints/patch.py@ misago/threads/api/threadposts.py@ misago/threads/api/threads.py@ misago/threads/permissions/threads.py@ misago/threads/tests/test_thread_bulkpatch_api.py@ misago/threads/tests/test_thread_postbulkpatch_api.py@ misago/threads/tests/test_thread_postmerge_api.py@ misago/threads/tests/test_thread_postpatch_api.py@ misago/threads/tests/test_thread_postsplit_api.py],b321cd3153829fb1b58ea1b4c1c3b59c99148ad2,[docs/settings/Core.md@ misago/conf/defaults.py@ misago/markup/parser.py@ misago/markup/tests/test_parser.py],598d28e2b232068c63e1684e92cd300c134cbfe9,0
837a2f3259c71c3bedb749beefb8756cd4955e40,false,[],383e8ac0c21b79458804ac245e3b01412790814b,[frontend/src/components/options/root.js@ frontend/src/components/profile/root.js@ frontend/src/components/search/form.js@ frontend/src/components/thread/header/index.js@ frontend/src/components/thread/header/stats.js@ frontend/src/components/thread/route.js@ frontend/src/components/threads/header.js@ frontend/src/components/threads/navs.js@ frontend/src/components/users/root.js@ frontend/static/img/page-header/1280.jpg@ frontend/static/img/page-header/1440.jpg@ frontend/static/img/page-header/1920.jpg@ frontend/static/img/page-header/2600.jpg@ frontend/static/img/page-header/3000.jpg@ frontend/static/img/page-header/4k.jpg@ frontend/static/img/page-header/640.jpg@ frontend/static/img/page-header/800.jpg@ frontend/style/flavor/navbar.less@ frontend/style/flavor/page-footer.less@ frontend/style/flavor/page-header.less@ frontend/style/flavor/shadows.less@ frontend/style/flavor/variables.less@ frontend/style/index.less@ frontend/style/misago/page-header.less@ misago/static/misago/css/misago.css@ misago/static/misago/img/page-header/1280.jpg@ misago/static/misago/img/page-header/1440.jpg@ misago/static/misago/img/page-header/1920.jpg@ misago/static/misago/img/page-header/2600.jpg@ misago/static/misago/img/page-header/3000.jpg@ misago/static/misago/img/page-header/4k.jpg@ misago/static/misago/img/page-header/640.jpg@ misago/static/misago/img/page-header/800.jpg@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/templates/misago/activation/request.html@ misago/templates/misago/categories/header.html@ misago/templates/misago/forgottenpassword/form.html@ misago/templates/misago/forgottenpassword/request.html@ misago/templates/misago/privacy_policy.html@ misago/templates/misago/profile/base.html@ misago/templates/misago/search.html@ misago/templates/misago/terms_of_service.html@ misago/templates/misago/thread/breadcrumbs.html@ misago/templates/misago/thread/private_thread.html@ misago/templates/misago/thread/thread.html@ misago/templates/misago/threadslist/base.html@ misago/templates/misago/threadslist/category.html@ misago/templates/misago/threadslist/private_threads.html@ misago/templates/misago/threadslist/threads.html@ misago/templates/misago/userslists/base.html],a20116008d01e9c701249fee24bd0066c69960a0,[misago/__init__.py],4108aa62333ea740112f8e066f4660ae0db2800d,0
383e8ac0c21b79458804ac245e3b01412790814b,false,[],1b28f11a98eae2ec22c13de5753f994f095c0bbc,[frontend/src/components/options/root.js@ frontend/src/components/profile/root.js@ frontend/src/components/search/form.js@ frontend/src/components/thread/header/index.js@ frontend/src/components/thread/header/stats.js@ frontend/src/components/thread/route.js@ frontend/src/components/threads/header.js@ frontend/src/components/threads/navs.js@ frontend/src/components/users/root.js@ frontend/static/img/page-header/1280.jpg@ frontend/static/img/page-header/1440.jpg@ frontend/static/img/page-header/1920.jpg@ frontend/static/img/page-header/2600.jpg@ frontend/static/img/page-header/3000.jpg@ frontend/static/img/page-header/4k.jpg@ frontend/static/img/page-header/640.jpg@ frontend/static/img/page-header/800.jpg@ frontend/style/flavor/navbar.less@ frontend/style/flavor/page-footer.less@ frontend/style/flavor/page-header.less@ frontend/style/flavor/shadows.less@ frontend/style/flavor/variables.less@ frontend/style/index.less@ frontend/style/misago/page-header.less@ misago/static/misago/css/misago.css@ misago/static/misago/img/page-header/1280.jpg@ misago/static/misago/img/page-header/1440.jpg@ misago/static/misago/img/page-header/1920.jpg@ misago/static/misago/img/page-header/2600.jpg@ misago/static/misago/img/page-header/3000.jpg@ misago/static/misago/img/page-header/4k.jpg@ misago/static/misago/img/page-header/640.jpg@ misago/static/misago/img/page-header/800.jpg@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/templates/misago/activation/request.html@ misago/templates/misago/categories/header.html@ misago/templates/misago/forgottenpassword/form.html@ misago/templates/misago/forgottenpassword/request.html@ misago/templates/misago/privacy_policy.html@ misago/templates/misago/profile/base.html@ misago/templates/misago/search.html@ misago/templates/misago/terms_of_service.html@ misago/templates/misago/thread/breadcrumbs.html@ misago/templates/misago/thread/private_thread.html@ misago/templates/misago/thread/thread.html@ misago/templates/misago/threadslist/base.html@ misago/templates/misago/threadslist/category.html@ misago/templates/misago/threadslist/private_threads.html@ misago/templates/misago/threadslist/threads.html@ misago/templates/misago/userslists/base.html],4108aa62333ea740112f8e066f4660ae0db2800d,[misago/core/templatetags/misago_pagetitle.py@ misago/legal/views.py@ misago/markup/finalise.py@ misago/threads/api/attachments.py@ misago/threads/api/pollvotecreateendpoint.py@ misago/threads/api/postendpoints/patch_event.py@ misago/threads/api/postendpoints/patch_post.py@ misago/threads/api/threadendpoints/editor.py@ misago/threads/api/threadendpoints/merge.py@ misago/threads/api/threadendpoints/patch.py@ misago/threads/api/threadendpoints/pollmergehandler.py@ misago/threads/api/threadpoll.py@ misago/threads/api/threads.py@ misago/threads/serializers/moderation.py@ misago/threads/templatetags/misago_poststags.py@ misago/threads/tests/test_threadview.py@ misago/threads/viewmodels/thread.py@ misago/users/decorators.py],537b904f7d0919d36f51b983f747bd9654d1b845,0
3df19ba11d9a146ae7b970e72ad2a3f6a1a9461b,false,[],0fb298c00e8a5f7fc731d83997b1e046bf59b401,[frontend/src/components/misago-markup.js@ frontend/src/components/posts-list/post/footer.js@ frontend/src/services/one-box.js@ misago/__init__.py@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map],b7aabefb9aad01dfa69647ed22054956e0c84f1f,[requirements.txt],73abc2cf147fbe99d413981c5eb008d22da3b96d,0
75ff7c223da5d72eb16dd71f076bbc22c2758fd0,false,[],8d849fdba10dcd926faafdb5f74994f88c97c2e3,[frontend/src/components/options/forum-options.js@ frontend/src/components/options/navs.js@ frontend/src/components/options/root.js@ frontend/src/components/posts-list/post/controls/dropdown.js@ frontend/src/components/profile/header.js@ frontend/src/components/profile/moderation/nav.js@ frontend/src/components/profile/navs.js@ frontend/src/components/profile/root.js@ frontend/src/components/thread/header/breadcrumbs.js@ frontend/src/components/thread/header/index.js@ frontend/src/components/thread/header/title.js@ frontend/src/components/thread/moderation/thread/controls.js@ frontend/src/components/threads/header.js@ frontend/src/components/threads/navs.js@ frontend/src/components/users/navs.js@ frontend/src/components/users/root.js@ frontend/style/misago/dropdowns.less@ frontend/style/misago/page-header.less@ frontend/style/misago/scaffolding.less@ frontend/style/misago/user-profile.less@ misago/static/misago/css/misago.css@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/templates/misago/profile/base.html@ misago/templates/misago/profile/header.html@ misago/templates/misago/profile/nav-sm.html@ misago/templates/misago/threadslist/category.html@ misago/templates/misago/threadslist/private_threads.html@ misago/templates/misago/threadslist/tabs.html@ misago/templates/misago/threadslist/threads.html],32113fd24dcd26fbf03fff9214dda4d7f8b79032,[misago/users/admin.py@ misago/users/djangoadmin.py@ misago/users/tests/test_djangoadmin_user.py],083364aa17fc7b363b56c8912e6894b33c34ada0,0
c1e231e5f48cdb1f651428e479829c51fec6e25c,false,[],efbdb6868caa0a4d1936d6bd80f91c2db88b7099,[misago/threads/migrations/0004_update_settings.py@ misago/users/migrations/0002_users_settings.py],59335f0fa51abb31ef2d85a8d4315a363eb4e987,[docs/settings/Database.md@ frontend/src/components/options/change-username/form.js@ frontend/src/components/options/sign-in-credentials/change-password.js@ frontend/src/components/profile/moderation/change-username.js@ frontend/src/components/register-button.js@ frontend/src/components/register.js@ frontend/src/components/reset-password-form.js@ frontend/src/initializers/components/banned-page.js@ frontend/src/initializers/components/categories.js@ frontend/src/initializers/components/reset-password-form.js@ frontend/src/utils/validators.js@ misago/conf/migrationutils.py@ misago/conf/models.py@ misago/conf/utils.py@ misago/project_template/project_name/settings.py@ misago/static/misago/js/misago.js@ misago/static/misago/js/misago.js.map@ misago/users/api/auth.py@ misago/users/context_processors.py@ misago/users/forms/admin.py@ misago/users/forms/auth.py@ misago/users/forms/options.py@ misago/users/forms/register.py@ misago/users/management/commands/createsuperuser.py@ misago/users/migrations/0006_update_settings.py@ misago/users/models/user.py@ misago/users/tests/test_auth_api.py@ misago/users/tests/test_user_changepassword_api.py@ misago/users/tests/test_user_create_api.py@ misago/users/tests/test_validators.py@ misago/users/urls/api.py@ misago/users/validators.py],ef2f5a83a3f5b82afd0b71d1c9a18bdc8829c5b3,0
65fad1b6a6f92fdfcc51f1cb0a17d54acd421cf1,false,[],5aafc11e6763759d9fcae2859938facfdc4c5660,[.travis.yml],e411be2a32d49823e870759d709d3f8102c924de,[misago/acl/tests/test_providers.py@ misago/acl/tests/test_roleadmin_views.py@ misago/acl/testutils.py@ misago/admin/auth.py@ misago/admin/tests/test_admin_views.py@ misago/admin/views/generic/formsbuttons.py@ misago/admin/views/generic/list.py@ misago/admin/views/index.py@ misago/categories/models.py@ misago/categories/tests/test_categories_admin_views.py@ misago/categories/tests/test_category_model.py@ misago/categories/tests/test_permissions_admin_views.py@ misago/categories/tests/test_prunecategories.py@ misago/categories/tests/test_synchronizecategories.py@ misago/categories/tests/test_views.py@ misago/conf/hydrators.py@ misago/conf/migrations/0001_initial.py@ misago/conf/tests/test_admin_views.py@ misago/conf/tests/test_context_processors.py@ misago/core/exceptionhandler.py@ misago/core/management/progressbar.py@ misago/core/serializer.py@ misago/core/shortcuts.py@ misago/core/tests/test_apipaginator.py@ misago/core/tests/test_decorators.py@ misago/core/tests/test_errorpages.py@ misago/core/tests/test_serializer.py@ misago/core/tests/test_setup.py@ misago/core/tests/test_shortcuts.py@ misago/core/tests/test_views.py@ misago/core/utils.py@ misago/faker/management/commands/createfakebans.py@ misago/faker/management/commands/createfakecategories.py@ misago/faker/management/commands/createfakethreads.py@ misago/faker/management/commands/createfakeusers.py@ misago/legal/tests.py@ misago/legal/views.py@ misago/markup/checksums.py@ misago/markup/pipeline.py@ misago/threads/api/threadendpoints/merge.py@ misago/threads/checksums.py@ misago/threads/tests/test_subscriptions.py@ misago/threads/tests/test_synchronizethreads.py@ misago/threads/tests/test_thread_patch_api.py@ misago/threads/tests/test_threads_api.py@ misago/threads/tests/test_threads_merge_api.py@ misago/threads/tests/test_threadslists.py@ misago/threads/tests/test_typestree.py@ misago/threads/viewmodels/category.py@ misago/threads/views/goto.py@ misago/users/avatars/dynamic.py@ misago/users/avatars/gravatar.py@ misago/users/avatars/store.py@ misago/users/credentialchange.py@ misago/users/models/user.py@ misago/users/tests/test_activation_views.py@ misago/users/tests/test_auth_api.py@ misago/users/tests/test_auth_views.py@ misago/users/tests/test_banadmin_views.py@ misago/users/tests/test_bansmaintenance.py@ misago/users/tests/test_captcha_api.py@ misago/users/tests/test_decorators.py@ misago/users/tests/test_djangoadmin_auth.py@ misago/users/tests/test_forgottenpassword_views.py@ misago/users/tests/test_lists_views.py@ misago/users/tests/test_options_views.py@ misago/users/tests/test_profile_views.py@ misago/users/tests/test_rankadmin_views.py@ misago/users/tests/test_testutils.py@ misago/users/tests/test_user_avatar_api.py@ misago/users/tests/test_user_changeemail_api.py@ misago/users/tests/test_user_changepassword_api.py@ misago/users/tests/test_user_create_api.py@ misago/users/tests/test_user_signature_api.py@ misago/users/tests/test_user_username_api.py@ misago/users/tests/test_useradmin_views.py@ misago/users/tests/test_usernamechanges_api.py@ misago/users/tests/test_users_api.py@ misago/users/tests/test_warningadmin_views.py@ misago/users/tokens.py@ misago/users/utils.py@ misago/users/validators.py@ misago/users/views/avatarserver.py@ misago/users/views/lists.py@ misago/users/views/options.py@ misago/users/views/profile.py@ misago/users/warnings.py],d3d6481c166479ff57ce12e4c120ebb106020fa0,0
3f520b3bf6bd2c26c61dc3c8f2ded39678c0ec21,false,[],25fe356bd2314db51100fceb39e1c0cacd0624f9,[misago/users/admin.py@ misago/users/djangoadmin.py@ misago/users/tests/test_djangoadmin_user.py],5394bc681ab0adf04879a91ad6821de1a36cd5d9,[misago/core/fileserver.py@ misago/core/forms.py@ misago/core/management/commands/misagodbrelations.py@ misago/core/pgutils.py@ misago/core/shortcuts.py@ misago/core/tests/test_forms.py@ misago/core/tests/test_misagorequirements.py@ misago/core/tests/test_shortcuts.py@ misago/project_template/requirements.txt@ misago/users/models/rank.py@ misago/users/tests/test_auth_views.py],6d4d98f2489586bbe2685dbc08999b52f7e460f5,0
70bce142122634530f0aaa071bb1ca08b59a3a98,false,[],7dd773e6d463603cb385f4a85f6d9f2fecd59792,[misago/emberapp/app/controllers/guest-nav.js@ misago/emberapp/app/controllers/navbar.js@ misago/emberapp/app/controllers/site-nav.js@ misago/emberapp/app/controllers/user-nav.js@ misago/emberapp/app/styles/app.less@ misago/emberapp/app/styles/font-awesome.css@ misago/emberapp/app/styles/jquery.Jcrop.css@ misago/emberapp/app/templates/navbar.hbs@ misago/emberapp/public/misago/css/font-awesome.css@ misago/emberapp/public/misago/css/jquery.Jcrop.css@ misago/emberapp/tests/unit/controllers/guest-nav-test.js@ misago/emberapp/tests/unit/controllers/site-nav-test.js@ misago/emberapp/tests/unit/controllers/user-nav-test.js@ misago/static/misago/css/font-awesome.css@ misago/static/misago/css/jquery.Jcrop.css@ misago/static/misago/css/misago.css@ misago/static/misago/css/vendor.css@ misago/static/misago/js/misago.js@ misago/templates/misago/base.html],0ddbb4e0b6730681b047dee61ba1652667fd7de5,[README.rst],e30418faebf74cde2452c75009fa658874659c41,0
