"row","column","cor","p"
"conflictingFilesNumber","numberOfCommitsGeoAverage",0.323811426538606,0
"conflictingFilesNumber","numberOfAuthorsGeoAverage",0.18468150821303,0
"conflictingFilesNumber","numberOfChangedFilesGeoAverage",0.366702109753959,0
"conflictingFilesNumber","numberOfChangedLinesGeoAverage",0.360460831498265,0
