"row","column","cor","p"
"conflictsNumber","numberOfCommitsGeoAverage",0.323493894607373,0
"conflictsNumber","numberOfAuthorsGeoAverage",0.18418543942986,0
"conflictsNumber","numberOfChangedFilesGeoAverage",0.366003702218125,0
"conflictsNumber","numberOfChangedLinesGeoAverage",0.360788785872577,0
